Date,ML Logistic Base,ML Logistic + VRP,ML Random Forest Base,ML Random Forest + VRP,ML Gradient Boosting Base,ML Gradient Boosting + VRP
2011-04-30,0.021831083472607475,0.021778624936178777,0.021507934990729942,0.021489424896924236,0.02038890668325575,0.020311635001604045
2011-05-31,-0.0044978191212533,-0.004517554215942563,-0.006368847166789152,-0.005952459589822911,-0.006459525196508032,-0.006020857845601952
2011-06-30,-0.012626117163518587,-0.012636267483709112,-0.013164166885656213,-0.012638882063889148,-0.013574461767919774,-0.013228199274465939
2011-07-31,-0.0035981744039223678,-0.003417130261228827,-0.0038416408495121276,-0.0025983769640772654,-0.0015084265710457218,-0.0007311356136951477
2011-08-31,-0.01933647157667013,-0.019840395804848185,-0.024312213923661393,-0.02635474425749019,-0.02957872873363689,-0.03311875337653479
2011-09-30,-0.01609662517972067,-0.015664693275994103,-0.02013384133806974,-0.021408173442224634,-0.015316125102885433,-0.016142899581805467
2011-10-31,0.030552229028282134,0.03196424242854933,0.031312424677413186,0.04004008217218535,0.026743314636449484,0.026345997113072853
2011-11-30,-0.003713083941384455,-0.0036829722398731206,-0.003826813650362252,-0.0036396623280808924,-0.0035234865991193463,-0.003549856167739258
2011-12-31,0.012512686490104605,0.012522666826385906,0.012443968557158446,0.012442787300824496,0.012820982291185185,0.012803601723917953
2012-01-31,0.027337885674211495,0.027337124314291413,0.028881973401335925,0.027407180517658464,0.02934498762639961,0.027432585463029714
2012-02-29,0.028750903901314854,0.02873979903677227,0.028776964680029604,0.028655440045329078,0.02774045258260117,0.028157936530105367
2012-03-31,0.019846633900611355,0.019944393015168843,0.019824094437597747,0.021320917800277357,0.01930720094009517,0.02016929354288182
2012-04-30,-0.0013971896365982729,-0.001371998707552799,-0.0024383888154543808,-0.0018448678817021506,-0.002916002696930912,-0.002871296934699754
2012-05-31,-0.03538055177698396,-0.03521376649489668,-0.03574738254826526,-0.032845494925401716,-0.03431705430574732,-0.0334566859118705
2012-06-30,0.022445194176876706,0.022568469901694924,0.02367426881248373,0.021434729954786777,0.020810296039183843,0.020216828906006838
2012-07-31,0.012587521638184983,0.012612508608300951,0.012375338080773977,0.012381340616280337,0.012323239166013238,0.012244611874182383
2012-08-31,0.015820319406512972,0.01578454868603779,0.014540106073963638,0.01551671098772318,0.014086436943170987,0.014301445332270417
2012-09-30,0.018116691255923644,0.018132638109060545,0.018967506489376066,0.01926366905485914,0.017858011262344264,0.018014289129625213
2012-10-31,-0.012639917981531513,-0.012614426782200277,-0.014223642549166284,-0.013274692717792904,-0.014204408558141002,-0.01410417067485813
2012-11-30,0.004573616582270595,0.004583605450367792,0.004236743006857906,0.004477985299970918,0.003875768043626651,0.004108988872982119
2012-12-31,0.004998766663431815,0.004940472019838545,0.0037992205877140812,0.004219904934890583,0.004853182449370973,0.005064542534493388
2013-01-31,0.03152976747191814,0.03153786310580274,0.030161532845584017,0.030934367713433834,0.03056867783779724,0.031089630880420917
2013-02-28,0.010661355187263528,0.010654181371754529,0.010820310765110804,0.01072504530246966,0.010808087500240468,0.01082779996186512
2013-03-31,0.02657417824153823,0.026500714013569838,0.024951108782410126,0.023401602101005434,0.028681910815075706,0.028301116951084452
2013-04-30,0.01674277094755158,0.01673267869929695,0.016892323014596023,0.016715340792445,0.016921737114127106,0.01687749638610678
2013-05-31,0.010784796369379936,0.01050781638680926,0.0027354434902276585,0.002018867230794772,0.000978096651532249,0.0018697367884452486
2013-06-30,-0.014205814405584518,-0.014194115532524943,-0.014353912647465362,-0.014390528840501486,-0.014433809277075462,-0.01439620313087591
2013-07-31,0.031418050709661374,0.03115573297047844,0.03050929922870908,0.030453509069055463,0.0325091806734378,0.03346979506499214
2013-08-31,-0.024880116758316098,-0.024870606357894728,-0.02536997007456934,-0.024923064197109098,-0.025240242873984867,-0.025001492566205565
2013-09-30,0.02494385219010343,0.024953351328977743,0.024007927215851137,0.02479264180374977,0.02506411451196154,0.024792544844834598
2013-10-31,0.0356202961453499,0.035662734293150714,0.03604961069282711,0.036085759947886646,0.0362256625829549,0.03634068824310685
2013-11-30,0.02032642750644589,0.020138844580730644,0.0210690208764619,0.017349919947703074,0.02176283690468298,0.021529401825063778
2013-12-31,0.017051585732105152,0.01698610740331424,0.017077640640806253,0.01668719327555142,0.01698411685576717,0.013846636922958592
2014-01-31,-0.020491639786464868,-0.020393145193501497,-0.021873187631080145,-0.02089136091211354,-0.02118107523211749,-0.019413838749807507
2014-02-28,0.02999727921459587,0.029961696526489476,0.02977722052894887,0.02998181937434466,0.03203478199388084,0.03318901740060438
2014-03-31,0.004923017408555068,0.004869304514689179,0.005150520428107816,0.004698217457299092,0.005469999625245667,0.005450368595288181
2014-04-30,0.007294767131732749,0.007290831990599298,0.007317193229170903,0.007403754327789947,0.0073047659015873,0.007280791967997422
2014-05-31,0.019406543587443887,0.019294811290808733,0.019012693255248757,0.018334441695307298,0.019122546529135538,0.01910662175158444
2014-06-30,0.014938910284991601,0.01486084661976942,0.012959922573077877,0.012774757942452105,0.010320281857476153,0.009444215580295347
2014-07-31,-0.010707290254576387,-0.010708972024161113,-0.009548067892678003,-0.009492862760203153,-0.010066160569303382,-0.009897056022885979
2014-08-31,0.029197576664255175,0.029285680797187522,0.030502263326339256,0.03043683368239156,0.03151226994239288,0.032210376081708535
2014-09-30,-0.0118758455366308,-0.011839536832585169,-0.011252503803600166,-0.01112216261252764,-0.011073325275578976,-0.01124973605792847
2014-10-31,0.019012643751251015,0.019015599230442565,0.01863999972179616,0.01912215037222154,0.017382506826079832,0.018529232834503372
2014-11-30,0.01920341058636095,0.019284509714612357,0.018721075168354882,0.017669423137684694,0.020385043641163957,0.021136961235217206
2014-12-31,-0.001526348140686381,-0.0015072576866711617,-0.0012180025896333382,-0.0013180601953698488,-0.0010759865506617795,-0.0011855813587627428
2015-01-31,-0.005831695960752599,-0.005929316039434511,-0.010505286014240948,-0.008904647835603543,-0.015550280014705705,-0.015407596592929361
2015-02-28,0.019724545052042564,0.019666002361468454,0.021096087908871887,0.02199682135815996,0.026318103837204124,0.032951015366323756
2015-03-31,-0.00969302613911566,-0.009672471444321781,-0.009020008342451157,-0.008420880479350289,-0.008011619759832564,-0.008418243555181745
2015-04-30,0.0038810264763549135,0.003779971882567663,0.0032401336365960555,0.0031509660516539297,0.0018699618596846788,0.002332930531599846
2015-05-31,0.006389032036087905,0.006398783203035078,0.006580758432008371,0.005973897907613572,0.005735473331318179,0.006715777740954188
2015-06-30,-0.016651783218055875,-0.016650842170180508,-0.01655067588220681,-0.016531170926932934,-0.016776275244330698,-0.016697102889165837
2015-07-31,0.013723828840185982,0.01370816735240304,0.015037039060566783,0.015355220908825165,0.014879513472111833,0.015709862447075625
2015-08-31,-0.043194042081522804,-0.04330669780623904,-0.03958795490179055,-0.039737127392921866,-0.03638626443971488,-0.03915780978231413
2015-09-30,-0.0011778536808513095,-0.0011744736975884702,-0.0024104352284307724,-0.003407705798165502,-0.00101117986059296,-0.0007719777188834191
2015-10-31,0.027834942181503307,0.02785856898696574,0.02604239295698334,0.029538528527072554,0.02265945435633332,0.02176114331127674
2015-11-30,0.0002547041847317836,0.00022555096821568485,0.00018158008682193135,0.00024852326052126543,0.0004811401058708668,0.0003382098671538492
2015-12-31,-0.010074944331638904,-0.010048438554466969,-0.009923655968657283,-0.009601872582232829,-0.00995240877166916,-0.009613391895732182
