,Model Group,Ann. Return,Ann. Vol,Sharpe,Sortino,Max Drawdown,Calmar,VaR 95,CVaR 95,Avg Turnover,Obs
ML Logistic Base,Machine Learning,0.037687646055751145,0.09529547187309821,0.4377417699239843,0.48469665222783126,-0.18159141131738044,0.20754090616037849,-0.037448014199326425,-0.0621932128104512,0.12672310727142433,127.0
ML Logistic + VRP,Machine Learning,0.0339554381894005,0.09356774081075926,0.405230107338633,0.4517902103121356,-0.1848918506765771,0.18365026941504958,-0.03761241603939936,-0.06294780865927724,0.12757509416549595,127.0
ML Random Forest Base,Machine Learning,0.03169021066512534,0.09785888208123834,0.36950746521368183,0.4009266750736214,-0.20463619122083299,0.15486122213312148,-0.03765210539593542,-0.06843039445281994,0.13657672818695002,127.0
ML Random Forest + VRP,Machine Learning,0.030687099253590144,0.09720331547599514,0.3613228168272018,0.39211776857646174,-0.20828377429857015,0.14733312451694328,-0.037157012520623686,-0.06773342207083753,0.12686341116639158,127.0
ML Gradient Boosting Base,Machine Learning,0.025566256421355682,0.09917737733556997,0.30582211112929475,0.33202077759083964,-0.21014058182690787,0.1216626326961183,-0.03808699903795287,-0.06958921725824051,0.20730253317017136,127.0
ML Gradient Boosting + VRP,Machine Learning,0.029386934846727053,0.09605093384034942,0.35068220287730195,0.4090322752404369,-0.20915491514028162,0.14050319987468157,-0.0367221223283137,-0.06595335694943716,0.22661365525545746,127.0
