Market,Dimension,Parameter Label,Parameter Value,Strategy,Ann. Return,Ann. Vol,Sharpe,Sortino,Max Drawdown,Calmar,VaR 95,CVaR 95,Avg Turnover,Obs,Gamma,MV CEQ Ann.,CRRA CE Ann.,Delta MV CEQ vs 60/40,Delta MV CEQ vs 1/N,Welfare Obs,Welfare Start,Welfare End,Common Obs,Common Start,Common End,Target Ann. Vol,Realized / Target Vol
US,Notional Cap,15%,0.15,Direct Short Variance 10% Vol (VRP > 0),0.08180825464557229,0.16066555889790546,0.5898282450372914,0.6590418445188885,-0.3977420348062516,0.20568169186699814,-0.027154161936571757,-0.13287951686697327,0.039858105056402415,232.0,5.0,0.03023153010274632,-0.04567472881216372,-0.027245461704986863,-0.024650019169157805,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,1.6066555889790546
US,Notional Cap,15%,0.15,Direct Short Variance 10% Vol (High VRP),0.062320749747014625,0.07174096946754084,0.8816668516675211,1.218248930380842,-0.23464506501608817,0.2655958255194571,-0.01220749630109555,-0.05263641994319981,0.020132469610168235,232.0,5.0,0.05038471793566593,0.04999041732875087,-0.007092273872067255,-0.004496831336238197,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,0.7174096946754084
US,Notional Cap,25%,0.25,Direct Short Variance 5% Vol,0.053211202660093715,0.08305994803845848,0.6707890549556992,0.7553874816088434,-0.19994474205385526,0.26612954216000956,-0.016055782839401664,-0.07173234410019266,0.02306314670064574,232.0,5.0,0.03846831662900849,0.032862525773266205,-0.019008675178724697,-0.01641323264289564,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.05,1.6611989607691695
US,Notional Cap,25%,0.25,Direct Short Variance 10% Vol,0.09882000010320335,0.16611989607691696,0.6707890549556992,0.7553874816088434,-0.3977420348062516,0.24845249296152624,-0.03211156567880333,-0.14346468820038533,0.04612629340129148,232.0,5.0,0.042441858417259865,-0.035363686264141214,-0.01503513339047332,-0.012439690854644261,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,1.6611989607691695
US,Notional Cap,25%,0.25,Direct Short Variance 10% Vol (VRP > 0),0.08180825464557229,0.16066555889790546,0.5898282450372914,0.6590418445188885,-0.3977420348062516,0.20568169186699814,-0.027154161936571757,-0.13287951686697327,0.039858105056402415,232.0,5.0,0.03023153010274632,-0.04567472881216372,-0.027245461704986863,-0.024650019169157805,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,1.6066555889790546
US,Notional Cap,25%,0.25,Direct Short Variance 10% Vol (High VRP),0.062320749747014625,0.07174096946754084,0.8816668516675211,1.218248930380842,-0.23464506501608817,0.2655958255194571,-0.01220749630109555,-0.05263641994319981,0.020132469610168235,232.0,5.0,0.05038471793566593,0.04999041732875087,-0.007092273872067255,-0.004496831336238197,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,0.7174096946754084
US,Notional Cap,50%,0.5,Direct Short Variance 5% Vol,0.053211202660093715,0.08305994803845848,0.6707890549556992,0.7553874816088434,-0.19994474205385526,0.26612954216000956,-0.016055782839401664,-0.07173234410019266,0.02306314670064574,232.0,5.0,0.03846831662900849,0.032862525773266205,-0.019008675178724697,-0.01641323264289564,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.05,1.6611989607691695
US,Notional Cap,50%,0.5,Direct Short Variance 10% Vol,0.09882000010320335,0.16611989607691696,0.6707890549556992,0.7553874816088434,-0.3977420348062516,0.24845249296152624,-0.03211156567880333,-0.14346468820038533,0.04612629340129148,232.0,5.0,0.042441858417259865,-0.035363686264141214,-0.01503513339047332,-0.012439690854644261,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,1.6611989607691695
US,Notional Cap,50%,0.5,Direct Short Variance 10% Vol (VRP > 0),0.08180825464557229,0.16066555889790546,0.5898282450372914,0.6590418445188885,-0.3977420348062516,0.20568169186699814,-0.027154161936571757,-0.13287951686697327,0.039858105056402415,232.0,5.0,0.03023153010274632,-0.04567472881216372,-0.027245461704986863,-0.024650019169157805,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,1.6066555889790546
US,Notional Cap,50%,0.5,Direct Short Variance 10% Vol (High VRP),0.062320749747014625,0.07174096946754084,0.8816668516675211,1.218248930380842,-0.23464506501608817,0.2655958255194571,-0.01220749630109555,-0.05263641994319981,0.020132469610168235,232.0,5.0,0.05038471793566593,0.04999041732875087,-0.007092273872067255,-0.004496831336238197,232,2007-04-30,2026-07-31,232,2007-04-30,2026-07-31,0.1,0.7174096946754084
EU,Notional Cap,5%,0.05,Direct Short Variance 5% Vol,0.0678122136100443,0.056855719238036985,1.1859715834566142,1.6062059908596817,-0.10996122393466923,0.6166920591056104,-0.024743440500115767,-0.045649768651575384,0.027006551171736306,170.0,5.0,0.05934783534811319,0.060419028935721375,0.0471451430524092,0.04436786634099272,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.05,1.1371143847607397
EU,Notional Cap,5%,0.05,Direct Short Variance 10% Vol,0.12429628919467661,0.0938231711813527,1.302929365428118,1.7882096917008021,-0.17951120124677944,0.6924152271913259,-0.04194303804952645,-0.07270706236356463,0.047179341998460377,170.0,5.0,0.10023799626346006,0.10208206769687078,0.08803530396775607,0.08525802725633957,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.9382317118135269
EU,Notional Cap,5%,0.05,Direct Short Variance 10% Vol (VRP > 0),0.12066804318121638,0.07937335830134754,1.482484910109543,2.192359069141812,-0.17951120124677922,0.672203418745611,-0.03134956666277632,-0.05849669370752032,0.03821124731172931,170.0,5.0,0.10191948092638053,0.10526472047810742,0.08971678863067654,0.08693951191926005,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.7937335830134753
EU,Notional Cap,5%,0.05,Direct Short Variance 10% Vol (High VRP),0.06300129153216805,0.06484265049780649,0.9776350441520405,1.4297931692033623,-0.1596054385122182,0.39473148358503546,-0.012615366377901827,-0.04383609973253854,0.0210656802558586,170.0,5.0,0.05288102417340668,0.05321243266274589,0.040678331877702686,0.0379010551662862,170,2011-06-30,2026-07-31,170,2011-06-30,2026-07-31,0.1,0.6484265049780649
