date,signal_date,strategy,model,features,feature_count,stress_probability,predicted_stress,actual_stress,train_stress_rate,return_threshold,rv_threshold,equity_weight,bond_weight,turnover,gross_return,net_return,next_equity_return,next_realized_variance,train_obs,fit_status,error_message
2016-11-30,2016-10-31,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.4597413824376488,0,0,0.3194444444444444,-0.01663707002960592,0.026809032298505474,0.5241551705374107,0.4758448294625893,0.12556721047033093,0.0071013728928827295,0.006975805682412398,0.0368383640292446,0.0111910308336225,72,fitted,
2016-12-31,2016-11-30,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.5792734475185025,1,0,0.3194444444444444,-0.01663707002960592,0.026809032298505474,0.4524359314888985,0.5475640685111015,0.14343847809702437,0.010562912980967292,0.010419474502870268,0.0202717664609688,0.0063208434705503,72,fitted,
2017-01-31,2016-12-31,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.28021850434008616,0,0,0.3194444444444444,-0.01663707002960592,0.026809032298505474,0.6318688973959483,0.3681311026040517,0.35886593181409965,0.012090594981832115,0.011731729050018016,0.0178946523171026,0.0043110840112382,72,fitted,
2017-02-28,2017-01-31,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.21687900855632258,0,0,0.3194444444444444,-0.01663707002960592,0.026809032298505474,0.6698725948662065,0.33012740513379346,0.07600739494051645,0.02845254455369252,0.028376537158752,0.0392915362557069,0.0031851732529309,72,fitted,
2017-03-31,2017-02-28,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.1389203402889052,0,0,0.3194444444444444,-0.01663707002960592,0.026809032298505474,0.7166477958266568,0.28335220417334317,0.09355040192090058,0.0007392244237408613,0.0006456740218199607,0.0012500669692114,0.0045255027533027,72,fitted,
2017-04-30,2017-03-31,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.2758496326675286,0,0,0.3194444444444444,-0.01663707002960592,0.026592152051570176,0.6344902203994829,0.3655097796005171,0.1643151508543479,0.00961316411068016,0.009448848959825812,0.0099260101203619,0.0051054340649919,72,fitted,
2017-05-31,2017-04-30,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.1813900740106309,0,0,0.3194444444444444,-0.01663707002960592,0.026592152051570176,0.6911659555936216,0.3088340444063784,0.11335147038827742,0.011876410809836,0.011763059339447723,0.0141130016792141,0.005987699963594,72,fitted,
2017-06-30,2017-05-31,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.19644455023429616,0,0,0.3194444444444444,-0.01663707002960592,0.026592152051570176,0.6821332698594222,0.31786673014057776,0.018065371468398705,0.004290605365752104,0.004272539994283705,0.0063750149976713,0.0047988397358414,72,fitted,
2017-07-31,2017-06-30,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.22660196011034894,0,0,0.3194444444444444,-0.015323467937162138,0.026592152051570176,0.6640388239337908,0.33596117606620923,0.03618889185126295,0.014770682376681513,0.01473449348483025,0.0205540626266318,0.0031085303636449,72,fitted,
2017-08-31,2017-07-31,ML Logistic Base,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann,4,0.16452681677164552,0,0,0.3194444444444444,-0.01372445817045412,0.026519372298884798,0.7012839099370128,0.29871609006298716,0.07449017200644414,0.004857974898214348,0.004783484726207904,0.0029176592589472,0.0091542658595658,72,fitted,
