date,signal_date,strategy,model,features,feature_count,stress_probability,predicted_stress,actual_stress,train_stress_rate,return_threshold,rv_threshold,equity_weight,bond_weight,turnover,gross_return,net_return,next_equity_return,next_realized_variance,train_obs,fit_status,error_message
2023-06-30,2023-05-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.43577127442528546,0,0,0.3472222222222222,-0.03644743841592,0.04387045882602928,0.5385372353448287,0.46146276465517133,0.030141235670966715,0.021937415911388803,0.021907274675717837,0.0429227325987497,0.0105377006129146,72,fitted,
2023-07-31,2023-06-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.31962176001399123,0,0,0.3472222222222222,-0.03644743841592,0.04387045882602928,0.6082269439916053,0.39177305600839474,0.1393794172935532,0.010122422397042148,0.009983042979748596,0.0164170811256234,0.0263949154582765,72,fitted,
2023-08-31,2023-07-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.38480048584435694,0,1,0.3472222222222222,-0.03644743841592,0.04387045882602928,0.5691197084933858,0.4308802915066142,0.07821447099643897,-0.021103381191747914,-0.021181595662744353,-0.0389595427357338,0.0169164002091656,72,fitted,
2023-09-30,2023-08-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3305908651430107,0,0,0.3472222222222222,-0.03743169996304346,0.04387045882602928,0.6016454809141936,0.39835451908580644,0.06505154484161557,-0.025488461045740853,-0.02555351259058247,-0.028495828807539,0.0118823003768315,72,fitted,
2023-10-31,2023-09-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.39289576825385386,0,0,0.3472222222222222,-0.03743169996304346,0.04387045882602928,0.5642625390476876,0.43573746095231236,0.07476588373301185,-0.013609160356702987,-0.013683926240435998,-0.0271974328000127,0.0199215334992937,72,fitted,
2023-11-30,2023-10-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.4377750254728731,0,0,0.3472222222222222,-0.03743169996304346,0.04387045882602928,0.537334984716276,0.46266501528372395,0.05385510866282317,0.055918042053539035,0.055864186944876215,0.0791284395396803,0.013023806046653,72,fitted,
2023-12-31,2023-11-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3149439955144101,0,0,0.3472222222222222,-0.03743169996304346,0.04387045882602928,0.611033602691354,0.388966397308646,0.14739723595015586,0.032110944294801935,0.03196354705885178,0.0317582734569623,0.0052854847119917,72,fitted,
2024-01-31,2023-12-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.26253680734030227,0,0,0.3472222222222222,-0.03743169996304346,0.04387045882602928,0.6424779155958187,0.3575220844041813,0.0628886258089294,0.016356770440237294,0.016293881814428365,0.0280318031553703,0.0172092346575397,72,fitted,
2024-02-29,2024-01-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3215859227753853,0,0,0.3472222222222222,-0.03743169996304346,0.04387045882602928,0.607048446334769,0.39295155366523105,0.07085893852209946,0.025668289780632167,0.025597430842110067,0.0493438864999222,0.0087779134925415,72,fitted,
2024-03-31,2024-02-29,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.318182176090619,0,0,0.3472222222222222,-0.03644743841592,0.04387045882602928,0.6090906943456287,0.3909093056543713,0.004084496021719453,0.030209376075986047,0.03020529157996433,0.0421606392921971,0.0068162903253508,72,fitted,
2024-04-30,2024-03-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.24806493942759808,0,0,0.3472222222222222,-0.03644743841592,0.04387045882602928,0.6511610363434411,0.34883896365655886,0.08414068399562491,-0.02519184049332318,-0.025275981177318805,-0.031907595580147,0.0166689714103326,72,fitted,
2024-05-31,2024-04-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.36345939148224116,0,0,0.3472222222222222,-0.03644743841592,0.04387045882602928,0.5819243651106553,0.41807563488934474,0.13847334246557175,0.007149831168007222,0.00701135782554165,0.0126898826520471,0.010329724739196,72,fitted,
2024-06-30,2024-05-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.2852176176907824,0,0,0.3472222222222222,-0.03475881945597476,0.04387045882602928,0.6288694293855306,0.3711305706144694,0.09389012854975065,-0.010131262991196904,-0.010225153119746654,-0.0179887319483672,0.0249285314929053,72,fitted,
2024-07-31,2024-06-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3950831390302774,0,0,0.3472222222222222,-0.03475881945597476,0.04387045882602928,0.5629501165818336,0.4370498834181664,0.131838625607394,0.0065555731459094905,0.006423734520302097,-0.0043073134234989,0.0219130053101668,72,fitted,
