Date,ML Logistic Base,ML Logistic + VRP,ML Random Forest Base,ML Random Forest + VRP,ML Gradient Boosting Base,ML Gradient Boosting + VRP
2015-09-30,-0.04015626579851713,-0.04138889673562745,-0.04466894966734536,-0.04712827174046145,-0.03957294152664735,-0.050778513655878536
2015-10-31,0.009981655850543301,0.009773363800763681,0.009885919034153028,0.009637640734653716,0.00893936686568935,0.008716448056799391
2015-11-30,0.019798369250172726,0.01948454692832757,0.021916475126753536,0.020159543935679265,0.024149621677876053,0.025530862977355566
2015-12-31,-0.020016317763250108,-0.019246262386502268,-0.018693082125822477,-0.018769429237345415,-0.02904956762768306,-0.024302927810096322
2016-03-31,0.013461393903627805,0.013717730830876285,0.015003491656881574,0.0156583510910473,0.016409031914785686,0.016096773202966767
2016-04-30,-0.0011380867868852782,-0.0009655014850340653,-0.0007498151477767323,-0.0025272200836614646,-0.00027218365225435465,-0.00029717967739642016
2016-05-31,0.004703927912803456,0.00447771355225431,0.0059801552412437784,0.006197774965918363,0.007230915846812948,0.006514477971356284
2016-06-30,0.005045367121173595,0.005038594561120542,0.005236945359243196,0.00477863612660607,0.004804185845772325,0.004578358130575999
2016-07-31,-0.00826117224436127,-0.008020719683891755,-0.011462170921886087,-0.014387430170626707,-0.025066576998441767,-0.028634507320606108
2016-08-31,0.004062212122802273,0.004026538821290266,0.004331966517669159,0.004392498348934953,0.0033060255712135125,0.0032660468640359035
2016-09-30,0.02146513993930895,0.021161529230848727,0.021971818793155067,0.02628418102184982,0.017730960430017567,0.027309018361434085
2016-12-31,-0.004336494532676802,-0.0048060297563331435,-0.005475213835929469,-0.005349126517508316,-0.0069813581128160065,-0.007020813125737279
2017-01-31,0.035312136327152154,0.03430766176698702,0.03370623610756389,0.035458732208227636,0.028488477361675174,0.03541994384962876
2017-02-28,-0.007243002639571385,-0.007476688309135364,-0.00750361916775324,-0.007582264317700425,-0.007879091422573524,-0.008106287513373875
2017-03-31,0.023114858743294314,0.023833530267029394,0.016886702855621633,0.012834559837185226,0.020732348056176228,0.01547539540439047
2017-04-30,0.015145703697721908,0.015105488954725396,0.015068955852804395,0.015072572958656246,0.015210930809041503,0.015193534225607798
2017-05-31,0.03340845956656446,0.03266270830957117,0.029069750078504108,0.026029042957834092,0.026074001630188547,0.017499959483732903
2017-06-30,-0.015234686342442617,-0.015782705338136423,-0.012534351749256828,-0.015551643914029425,-0.014349200357504604,-0.01812628325569476
2017-07-31,-0.009431371071340223,-0.009429523725261726,-0.009458746402076933,-0.009258564245217938,-0.009210281089869089,-0.009083618353852588
2017-08-31,-0.018390289198653934,-0.01847232313343386,-0.018591632073882168,-0.019145479512556123,-0.02055605284348668,-0.02083603204286043
2017-09-30,0.0182892870440063,0.017891864435927645,0.016417947527772713,0.016427371003789385,0.0179370021134355,0.01727689884287811
2017-10-31,0.02122096842847912,0.020541860443770283,0.021043556565305196,0.017306504408743453,0.022755109986805626,0.0205834313092834
2017-11-30,-0.0007706960224270911,-0.0006847956597792801,-0.000764789714683345,-0.00041618864691231815,-0.0010927300743474254,-0.0012807677547152113
2017-12-31,0.0030754009714799037,0.003082438648411076,0.003003620056564519,0.0029801012702531287,0.0028716107862268446,0.002909504482679675
2018-01-31,-0.004496699645524012,-0.004526674155457029,-0.0046802095330845854,-0.004837245213354793,-0.004707092989902675,-0.004483867130526936
2018-02-28,-0.038461070660972124,-0.03860703241132829,-0.03864510170434986,-0.03782280861082884,-0.041030203988300186,-0.03334990771025308
2018-03-31,0.011601240967063385,0.011688474734822119,0.011956732299827959,0.011881809349761286,0.011370008252387178,0.011523221440614757
2018-04-30,0.005032335490182742,0.005040662532310716,0.004970543065420046,0.004986405734397462,0.005094880779797991,0.005048048465904594
2018-05-31,0.020275913066775026,0.020674109857828943,0.019218156186587745,0.01970427464544767,0.014059124257740332,0.01153293252821972
2018-06-30,-0.020191748503749406,-0.02014415318554663,-0.019254099385349728,-0.019169824997896816,-0.018244602606023175,-0.017030161618065212
2018-07-31,0.0007449773288887269,0.0009108988219784866,0.0017470741914796255,0.000945950956138202,0.0035563566669223304,0.0029230957160973417
2018-08-31,-0.003961543486277473,-0.0038813248111781956,-0.004032510628677735,-0.0038339054608515044,-0.004082816530300802,-0.004024595310501878
2018-09-30,-0.023108664327737716,-0.022345938648626794,-0.0211722903033505,-0.02061972365281267,-0.02006381696342739,-0.019021977451615314
2018-10-31,-0.02652106046378504,-0.02553144348716831,-0.027412950214885667,-0.02568929312039244,-0.02893099823729371,-0.02908812556073047
2018-11-30,0.0022244397678373314,0.002399470018932313,0.0022000454726149535,0.002343562395955583,0.0023574436115163743,0.0022532221123398623
2018-12-31,-0.011267200570163206,-0.01029418410608598,-0.011449835809314997,-0.010212278948914353,-0.006823658776858367,-0.0068987756944868415
2019-01-31,-0.004869573983633577,-0.005263938129575459,-0.007016622918559941,-0.00721084455154395,-0.0077693763545504365,-0.00833011398403133
2019-02-28,0.029286907728745967,0.03067544066164131,0.0301550856139519,0.02858148867490131,0.032102170055721496,0.03169679023162259
2019-03-31,0.02397799453732351,0.02556061442936076,0.025670575040726964,0.025025514500648605,0.028244194573892257,0.027541821858664745
2019-04-30,0.027707120537409306,0.02957721691956334,0.031731431866878164,0.031485322037166745,0.03401516206247991,0.03451396691490201
2019-05-31,-0.01682189099662486,-0.01755986638191474,-0.0187115744490868,-0.019268435994237425,-0.020495210470667873,-0.01997499701501791
2019-06-30,0.012209592802679678,0.012174825767817433,0.01206741301339493,0.012071356578631202,0.012006250503075935,0.0119752233427383
2019-07-31,0.025322480940014117,0.024986908907958398,0.02421710669819272,0.024070348505549052,0.025265755432957258,0.02625482837130966
2019-08-31,-0.017451910837447158,-0.017817450792998075,-0.013523115446247768,-0.013144988385283685,-0.015776543873278242,-0.015222993092405629
2019-09-30,0.02760776653545748,0.02832346315080518,0.03144435627891204,0.03229969106806706,0.031969287791017355,0.034055608821725786
2019-10-31,-0.008874666962283253,-0.009175053093624671,-0.009076733741207486,-0.009028541843017093,-0.00927623083794135,-0.009362292752443139
2019-11-30,0.03001983177821166,0.031639428219723764,0.03411218021604814,0.03622578915266963,0.036635991615863776,0.041389252904976706
2019-12-31,-0.0004766383701837881,-0.0006222690183202409,-0.0005400820741594514,-0.0005454144441440832,-0.0005640285181068695,-0.000761251506925668
2020-01-31,0.014050118400398184,0.014178945750088082,0.012774545145633354,0.012936046501821608,0.013292268756933494,0.01437674131205879
2020-02-29,0.01541090052181404,0.015326424703454234,0.015603679347537775,0.01555021535071393,0.015412420261942523,0.015288389893510085
2020-03-31,-0.16795383322913957,-0.15898983459787677,-0.1676263542871623,-0.16840626441737833,-0.16949596136334677,-0.14478353957360227
2020-04-30,0.05271007961374836,0.008283348873182045,0.03809035967396818,0.037315282882412926,0.02044907438238034,0.027889867141703772
2020-05-31,0.00035695423001268504,0.001214973774347438,0.0005455298648472122,0.0004605350564854685,0.0009048496849978882,0.0005945039925567675
2020-06-30,0.037345053696208164,0.02724813316574663,0.034062422008242034,0.03561923831209559,0.029162970101290844,0.03011461491675545
2020-07-31,0.025483542300535678,0.020471101682473028,0.024550445728832745,0.023803238426118093,0.020732376091703388,0.020890664244396687
2020-08-31,0.011524982157792506,0.011313372343711632,0.010636890104899112,0.010707821251680443,0.00907965808640172,0.009106831023291644
2020-09-30,-0.0057548241053348576,-0.006213787070163325,-0.006124276615689749,-0.005735588992622515,-0.008204324887936402,-0.009457629533552435
2020-10-31,0.002219983469465775,0.0017071513625263417,0.00036613655153491337,0.0003565529380165294,2.6093476734927125e-05,0.0004446035638984859
2020-11-30,0.020960058201355443,0.02099023835823236,0.02195822346562726,0.018956446527462954,0.016438270202444257,0.015216468492658279
2020-12-31,0.012283472939721705,0.012416354166350627,0.012515129667559927,0.012352993041479753,0.012605723477050773,0.013724533122858422
